query_gene_id	subject_gene_id	percent_identity	alignment_length	forward_bitscore	forward_evalue
BW25113_RS02420	b0468	100.000	375	693.00	0.00e+00
BW25113_RS02425	b0469	100.000	549	1014.00	0.00e+00
BW25113_RS02430	b0470	100.000	1929	3563.00	0.00e+00
BW25113_RS02435	b0471	100.000	327	604.00	9.20e-174
BW25113_RS02440	b0472	100.000	603	1114.00	0.00e+00
BW25113_RS02445	b0473	100.000	1872	3458.00	0.00e+00
BW25113_RS02450	b0474	100.000	642	1186.00	0.00e+00
BW25113_RS02455	b0475	100.000	960	1773.00	0.00e+00
BW25113_RS02460	b0476	100.000	957	1768.00	0.00e+00
BW25113_RS02465	b0477	100.000	1302	2405.00	0.00e+00
BW25113_RS02470	b0478	100.000	1674	3092.00	0.00e+00
BW25113_RS02475	b0479	100.000	1218	2250.00	0.00e+00
BW25113_RS02480	b0480	100.000	1650	3048.00	0.00e+00
BW25113_RS02485	b0481	100.000	477	881.00	0.00e+00
BW25113_RS02490	b0482	100.000	792	1463.00	0.00e+00
BW25113_RS02495	b0483	100.000	339	627.00	2.04e-180
BW25113_RS02500	b0484	100.000	2502	4621.00	0.00e+00
BW25113_RS02505	b0485	100.000	930	1718.00	0.00e+00
BW25113_RS02510	b0486	100.000	1290	2383.00	0.00e+00
BW25113_RS02515	b0487	100.000	405	749.00	0.00e+00
BW25113_RS02520	b0488	100.000	456	843.00	0.00e+00
BW25113_RS02525	b0489	100.000	915	1690.00	0.00e+00
BW25113_RS02530	b0490	100.000	675	1247.00	0.00e+00
BW25113_RS02535	b0491	100.000	777	1435.00	0.00e+00
BW25113_RS02540	b0492	100.000	852	1574.00	0.00e+00
BW25113_RS02545	b0493	100.000	807	1491.00	0.00e+00
BW25113_RS02550	b0494	100.000	621	1147.00	0.00e+00
BW25113_RS02555	b0495	100.000	684	1264.00	0.00e+00
BW25113_RS02560	b0496	100.000	2412	4455.00	0.00e+00
BW25113_RS02565	b0497	100.000	4278	7901.00	0.00e+00
BW25113_RS02570	b0498	100.000	366	676.00	0.00e+00
BW25113_RS02585	b0502	100.000	363	671.00	0.00e+00
BW25113_RS02590	b0503	100.000	1092	2017.00	0.00e+00
BW25113_RS02595	b0504	100.000	924	1707.00	0.00e+00
BW25113_RS02600	b0505	100.000	480	887.00	0.00e+00
BW25113_RS02605	b0506	100.000	813	1502.00	0.00e+00
BW25113_RS02610	b0507	100.000	1779	3286.00	0.00e+00
BW25113_RS02615	b0508	100.000	774	1430.00	0.00e+00
BW25113_RS02620	b0509	100.000	876	1618.00	0.00e+00
BW25113_RS02625	b0511	100.000	1452	2682.00	0.00e+00
BW25113_RS02630	b0512	100.000	1359	2510.00	0.00e+00
BW25113_RS02635	b0513	100.000	1299	2399.00	0.00e+00
BW25113_RS02640	b0514	100.000	1143	2111.00	0.00e+00
BW25113_RS02645	b0515	100.000	783	1447.00	0.00e+00
BW25113_RS02650	b0516	100.000	1233	2278.00	0.00e+00
BW25113_RS02655	b0517	100.000	1047	1934.00	0.00e+00
BW25113_RS02660	b0518	100.000	1665	3075.00	0.00e+00
BW25113_RS02665	b4572	100.000	1257	2322.00	0.00e+00
BW25113_RS02670	b0520	100.000	813	1502.00	0.00e+00
BW25113_RS02675	b0521	100.000	891	1646.00	0.00e+00
BW25113_RS02680	b0522	100.000	1065	1967.00	0.00e+00
BW25113_RS02685	b0523	100.000	507	937.00	0.00e+00
BW25113_RS02690	b0524	100.000	720	1330.00	0.00e+00
BW25113_RS02695	b0525	100.000	492	909.00	0.00e+00
BW25113_RS02700	b0526	100.000	1383	2555.00	0.00e+00
BW25113_RS02705	b0527	100.000	519	959.00	0.00e+00
BW25113_RS02710	b0528	100.000	210	388.00	6.23e-109
BW25113_RS02715	b0529	100.000	864	1596.00	0.00e+00
BW25113_RS02720	b0530	100.000	540	998.00	0.00e+00
BW25113_RS02725	b0531	100.000	690	1275.00	0.00e+00
BW25113_RS02730	b0532	100.000	2601	4804.00	0.00e+00
BW25113_RS02735	b0533	100.000	975	1801.00	0.00e+00
BW25113_RS02740	b0534	100.000	513	948.00	0.00e+00
BW25113_RS02745	b0535	100.000	630	1164.00	0.00e+00
BW25113_RS02755	b0537	100.000	1161	2145.00	0.00e+00
BW25113_RS02785	b0542	100.000	210	388.00	6.23e-109
BW25113_RS02790	b0543	100.000	330	610.00	2.00e-175
BW25113_RS25485	b4733	100.000	147	272.00	4.40e-74
BW25113_RS02800	b0544	100.000	1524	2815.00	0.00e+00
BW25113_RS02805	b0545	100.000	549	1014.00	0.00e+00
BW25113_RS02810	b0546	100.000	795	1469.00	0.00e+00
BW25113_RS24970	b4588	100.000	99	183.00	1.32e-47
BW25113_RS02815	b0547	100.000	453	837.00	0.00e+00
BW25113_RS02820	b0548	100.000	168	311.00	1.09e-85
BW25113_RS02825	b0549	100.000	288	532.00	3.84e-152
BW25113_RS02830	b0550	100.000	360	665.00	0.00e+00
BW25113_RS02835	b4509	100.000	138	255.00	4.12e-69
BW25113_RS02840	b0551	100.000	381	704.00	0.00e+00
BW25113_RS02855	b0553	100.000	1040	1921.00	0.00e+00
BW25113_RS02860	b0554	100.000	213	394.00	1.36e-110
BW25113_RS02865	b0555	100.000	495	915.00	0.00e+00
BW25113_RS25490	b4510	100.000	180	333.00	2.51e-92
BW25113_RS02875	b0557	100.000	291	538.00	8.35e-154
BW25113_RS02880	b0558	100.000	408	754.00	0.00e+00
BW25113_RS02885	b0559	100.000	204	377.00	1.31e-105
BW25113_RS02890	b4589	100.000	192	355.00	5.76e-99
BW25113_RS02900	b0560	100.000	543	1003.00	0.00e+00
BW25113_RS25980	b0561	100.000	435	804.00	0.00e+00
BW25113_RS26085	b0563	100.000	90	167.00	2.44e-42
BW25113_RS02920	b0564	100.000	747	1380.00	0.00e+00
BW25113_RS02925	b0565	100.000	951	1757.00	0.00e+00
BW25113_RS02935	b0566	100.000	759	1402.00	0.00e+00
BW25113_RS02940	b0567	100.000	888	1640.00	0.00e+00
BW25113_RS02945	b0568	100.000	2970	5485.00	0.00e+00
BW25113_RS02950	b0569	100.000	2235	4128.00	0.00e+00
BW25113_RS02955	b0570	100.000	1440	2660.00	0.00e+00
BW25113_RS02960	b0571	100.000	681	1258.00	0.00e+00
BW25113_RS02965	b0572	100.000	1371	2532.00	0.00e+00
BW25113_RS02970	b0573	100.000	330	610.00	2.00e-175
BW25113_RS02975	b0574	100.000	1221	2255.00	0.00e+00
BW25113_RS02980	b0575	100.000	3141	5801.00	0.00e+00
BW25113_RS02985	b0576	100.000	1374	2538.00	0.00e+00
BW25113_RS02990	b0577	100.000	1245	2300.00	0.00e+00
BW25113_RS02995	b0578	100.000	651	1203.00	0.00e+00
BW25113_RS03000	b0579	100.000	366	676.00	0.00e+00
BW25113_RS03005	b0580	100.000	246	455.00	7.21e-129
BW25113_RS03010	b0581	100.000	1116	2061.00	0.00e+00
BW25113_RS03020	b4415	100.000	150	278.00	9.69e-76
BW25113_RS03030	b0583	100.000	618	1142.00	0.00e+00
BW25113_RS03035	b0584	100.000	2238	4133.00	0.00e+00
BW25113_RS03040	b0585	100.000	1200	2217.00	0.00e+00
BW25113_RS03045	b4511	100.000	216	399.00	2.97e-112
BW25113_RS03050	b0586	100.000	3879	7164.00	0.00e+00
BW25113_RS03055	b0587	100.000	1131	2089.00	0.00e+00
BW25113_RS03060	b0588	100.000	813	1502.00	0.00e+00
BW25113_RS03065	b0589	100.000	990	1829.00	0.00e+00
BW25113_RS03070	b0590	100.000	1002	1851.00	0.00e+00
BW25113_RS03075	b0591	100.000	1248	2305.00	0.00e+00
BW25113_RS03080	b0592	100.000	954	1762.00	0.00e+00
BW25113_RS03085	b0593	100.000	1173	2167.00	0.00e+00
BW25113_RS03090	b0594	100.000	1608	2970.00	0.00e+00
BW25113_RS03095	b0595	100.000	855	1580.00	0.00e+00
BW25113_RS03100	b0596	100.000	744	1375.00	0.00e+00
BW25113_RS03105	b0597	100.000	411	760.00	0.00e+00
BW25113_RS03110	b0598	100.000	2103	3884.00	0.00e+00
BW25113_RS03115	b4512	100.000	195	361.00	1.26e-100
BW25113_RS03120	b0599	100.000	1086	2006.00	0.00e+00
BW25113_RS03125	b0600	100.000	1158	2139.00	0.00e+00
BW25113_RS03130	b0601	100.000	627	1158.00	0.00e+00
BW25113_RS03135	b0602	100.000	1218	2250.00	0.00e+00
BW25113_RS03140	b0603	100.000	900	1663.00	0.00e+00
BW25113_RS03145	b0604	100.000	744	1375.00	0.00e+00
BW25113_RS03150	b0605	100.000	561	1037.00	0.00e+00
BW25113_RS03155	b0606	100.000	1563	2887.00	0.00e+00
BW25113_RS03160	b0607	100.000	426	787.00	0.00e+00
BW25113_RS03165	b0608	100.000	1236	2283.00	0.00e+00
BW25113_RS26315	b4734	100.000	87	161.00	5.33e-41
BW25113_RS03175	b0610	100.000	408	754.00	0.00e+00
BW25113_RS03180	b0611	100.000	804	1485.00	0.00e+00
BW25113_RS03185	b0612	100.000	1461	2699.00	0.00e+00
BW25113_RS03190	b0613	100.000	876	1618.00	0.00e+00
BW25113_RS03195	b0614	100.000	549	1014.00	0.00e+00
BW25113_RS03200	b0615	100.000	1530	2826.00	0.00e+00
BW25113_RS03205	b0616	100.000	906	1674.00	0.00e+00
BW25113_RS03210	b0617	100.000	294	544.00	1.82e-155
BW25113_RS03215	b0618	100.000	1056	1951.00	0.00e+00
BW25113_RS03220	b0619	100.000	1656	3059.00	0.00e+00
BW25113_RS03225	b0620	100.000	678	1253.00	0.00e+00
BW25113_RS03230	b0621	100.000	1383	2555.00	0.00e+00
BW25113_RS03235	b0622	100.000	558	1031.00	0.00e+00
BW25113_RS03240	b0623	100.000	207	383.00	2.85e-107
BW25113_RS03245	b0624	100.000	381	704.00	0.00e+00
BW25113_RS03255	b0627	100.000	201	372.00	6.02e-104
BW25113_RS03260	b0628	100.000	963	1779.00	0.00e+00
BW25113_RS03265	b0629	100.000	951	1757.00	0.00e+00
BW25113_RS03275	b0630	100.000	639	1181.00	0.00e+00
BW25113_RS03280	b0631	100.000	261	483.00	3.53e-137
BW25113_RS03285	b0632	100.000	1209	2233.00	0.00e+00
BW25113_RS03290	b0633	100.000	1086	2006.00	0.00e+00
BW25113_RS03295	b0634	100.000	1110	2050.00	0.00e+00
BW25113_RS03300	b0635	100.000	1899	3507.00	0.00e+00
BW25113_RS03305	b0636	100.000	465	859.00	0.00e+00
BW25113_RS03310	b0637	100.000	315	582.00	4.14e-167
BW25113_RS03315	b0638	100.000	609	1125.00	0.00e+00
BW25113_RS03320	b0639	100.000	639	1181.00	0.00e+00
BW25113_RS03325	b0640	100.000	1029	1901.00	0.00e+00
BW25113_RS03330	b0641	100.000	579	1070.00	0.00e+00
BW25113_RS03335	b0642	100.000	2580	4765.00	0.00e+00
BW25113_RS03340	b0643	100.000	480	887.00	0.00e+00
BW25113_RS03345	b0644	100.000	975	1801.00	0.00e+00
BW25113_RS03350	b0645	100.000	705	1303.00	0.00e+00
BW25113_RS03355	b0646	100.000	1425	2632.00	0.00e+00
BW25113_RS03360	b0647	100.000	552	1020.00	0.00e+00
BW25113_RS03365	b0648	100.000	705	1303.00	0.00e+00
BW25113_RS03370	b0649	100.000	1449	2676.00	0.00e+00
BW25113_RS03375	b0650	100.000	1668	3081.00	0.00e+00
BW25113_RS03380	b0651	100.000	933	1724.00	0.00e+00
BW25113_RS03385	b0652	100.000	723	1336.00	0.00e+00
BW25113_RS03390	b0653	100.000	672	1242.00	0.00e+00
BW25113_RS03395	b0654	100.000	738	1363.00	0.00e+00
BW25113_RS03400	b0655	100.000	906	1674.00	0.00e+00
BW25113_RS03410	b0657	100.000	1536	2837.00	0.00e+00
BW25113_RS03415	b0658	100.000	876	1618.00	0.00e+00
BW25113_RS03420	b0659	100.000	465	859.00	0.00e+00
BW25113_RS03425	b0660	100.000	1038	1917.00	0.00e+00
BW25113_RS03430	b0661	100.000	1422	2627.00	0.00e+00
BW25113_RS03435	b0662	100.000	1173	2167.00	0.00e+00
BW25113_RS03475	b0674	100.000	1662	3070.00	0.00e+00
BW25113_RS03480	b0675	100.000	750	1386.00	0.00e+00
BW25113_RS03485	b0676	100.000	1218	2250.00	0.00e+00
BW25113_RS03490	b0677	100.000	1146	2117.00	0.00e+00
BW25113_RS03495	b0678	100.000	798	1474.00	0.00e+00
BW25113_RS03500	b0679	99.949	1944	3585.00	0.00e+00
BW25113_RS03505	b0680	100.000	1662	3070.00	0.00e+00
BW25113_RS03510	b0681	100.000	1404	2593.00	0.00e+00
BW25113_RS03515	b0682	100.000	324	599.00	4.24e-172
BW25113_RS03520	b0683	100.000	444	821.00	0.00e+00
BW25113_RS03525	b4637	100.000	84	156.00	2.37e-39
BW25113_RS03535	b0684	100.000	528	976.00	0.00e+00
BW25113_RS03540	b0685	100.000	291	538.00	8.35e-154
BW25113_RS03545	b0686	100.000	762	1408.00	0.00e+00
BW25113_RS03550	b0687	100.000	543	1003.00	0.00e+00
BW25113_RS03555	b0688	100.000	1638	3025.00	0.00e+00
BW25113_RS03560	b0689	100.000	492	909.00	0.00e+00
BW25113_RS03575	b0692	100.000	1317	2433.00	0.00e+00
BW25113_RS03580	b0693	100.000	2196	4056.00	0.00e+00
BW25113_RS26090	b4803	100.000	102	189.00	2.95e-49
BW25113_RS03590	b0694	100.000	675	1247.00	0.00e+00
BW25113_RS03595	b0695	100.000	2682	4953.00	0.00e+00
BW25113_RS03600	b0696	100.000	570	1053.00	0.00e+00
BW25113_RS03605	b0697	100.000	2046	3779.00	0.00e+00
BW25113_RS03610	b0698	100.000	1671	3086.00	0.00e+00
BW25113_RS03615	b4513	100.000	87	161.00	5.33e-41
BW25113_RS03620	b0699	100.000	204	377.00	1.31e-105
BW25113_RS03625	b0700	100.000	4191	7740.00	0.00e+00
BW25113_RS03630	b0702	100.000	324	599.00	4.24e-172
BW25113_RS03640	b0704	100.000	567	1048.00	0.00e+00
BW25113_RS03645	b4514	100.000	231	427.00	1.47e-120
BW25113_RS03655	b0706	100.000	756	1397.00	0.00e+00
BW25113_RS03660	b0707	100.000	507	937.00	0.00e+00
BW25113_RS03665	b0708	100.000	1416	2615.00	0.00e+00
BW25113_RS03670	b0709	100.000	1479	2732.00	0.00e+00
BW25113_RS03675	b0710	100.000	741	1369.00	0.00e+00
BW25113_RS03680	b0711	100.000	654	1208.00	0.00e+00
BW25113_RS03685	b0712	100.000	930	1718.00	0.00e+00
BW25113_RS03690	b0713	100.000	732	1352.00	0.00e+00
BW25113_RS03695	b0714	100.000	789	1458.00	0.00e+00
BW25113_RS03700	b0715	100.000	1044	1929.00	0.00e+00
BW25113_RS03705	b0716	100.000	1059	1956.00	0.00e+00
BW25113_RS03710	b0717	100.000	726	1341.00	0.00e+00
BW25113_RS03715	b0718	100.000	2445	4516.00	0.00e+00
BW25113_RS03720	b0719	100.000	564	1042.00	0.00e+00
BW25113_RS03725	b0720	100.000	1281	2366.00	0.00e+00
BW25113_RS25495	b4735	100.000	105	195.00	6.56e-51
BW25113_RS03735	b0721	100.000	387	715.00	0.00e+00
BW25113_RS03740	b0722	100.000	345	638.00	0.00e+00
BW25113_RS03745	b0723	100.000	1764	3258.00	0.00e+00
BW25113_RS03750	b0724	100.000	714	1319.00	0.00e+00
BW25113_RS03760	b0726	100.000	2799	5169.00	0.00e+00
BW25113_RS03765	b0727	100.000	1215	2244.00	0.00e+00
BW25113_RS03770	b0728	100.000	1164	2150.00	0.00e+00
BW25113_RS03775	b0729	100.000	867	1602.00	0.00e+00
BW25113_RS03780	b0730	100.000	720	1330.00	0.00e+00
BW25113_RS03785	b0731	100.000	1914	3535.00	0.00e+00
BW25113_RS03790	b0732	100.000	2631	4859.00	0.00e+00
BW25113_RS03800	b0733	100.000	1566	2892.00	0.00e+00
BW25113_RS03805	b0734	100.000	1137	2100.00	0.00e+00
BW25113_RS03810	b4515	100.000	111	206.00	3.25e-54
BW25113_RS03815	b0735	100.000	291	538.00	8.35e-154
BW25113_RS03820	b0736	100.000	402	743.00	0.00e+00
BW25113_RS03825	b0737	100.000	690	1275.00	0.00e+00
BW25113_RS03830	b0738	100.000	426	787.00	0.00e+00
BW25113_RS03835	b0739	100.000	1263	2333.00	0.00e+00
BW25113_RS03840	b0740	100.000	1290	2383.00	0.00e+00
BW25113_RS03845	b0741	100.000	519	959.00	0.00e+00
BW25113_RS03850	b0742	100.000	789	1458.00	0.00e+00
BW25113_RS03890	b0750	100.000	1041	1923.00	0.00e+00
BW25113_RS03895	b0751	100.000	717	1325.00	0.00e+00
BW25113_RS03900	b0752	100.000	939	1735.00	0.00e+00
BW25113_RS03905	b0753	100.000	378	699.00	0.00e+00
BW25113_RS03915	b0754	100.000	1050	1940.00	0.00e+00
BW25113_RS03920	b0755	100.000	750	1386.00	0.00e+00
BW25113_RS03925	b0756	100.000	1038	1917.00	0.00e+00
BW25113_RS03930	b0757	100.000	1146	2117.00	0.00e+00
BW25113_RS03935	b0758	100.000	1044	1929.00	0.00e+00
BW25113_RS03940	b0759	100.000	1014	1873.00	0.00e+00
BW25113_RS03945	b0760	100.000	1470	2715.00	0.00e+00
BW25113_RS03955	b0761	100.000	786	1452.00	0.00e+00
BW25113_RS03960	b0762	100.000	147	272.00	4.40e-74
BW25113_RS03965	b0763	100.000	771	1424.00	0.00e+00
BW25113_RS03970	b0764	100.000	687	1269.00	0.00e+00
BW25113_RS03975	b0765	100.000	1056	1951.00	0.00e+00
BW25113_RS03980	b0766	100.000	816	1507.00	0.00e+00
BW25113_RS03985	b0767	100.000	993	1834.00	0.00e+00
BW25113_RS03990	b0768	100.000	951	1757.00	0.00e+00
BW25113_RS03995	b0769	100.000	1050	1940.00	0.00e+00
BW25113_RS04000	b0770	100.000	1431	2643.00	0.00e+00
BW25113_RS04005	b0771	100.000	2259	4172.00	0.00e+00
BW25113_RS04010	b0772	100.000	1281	2366.00	0.00e+00
BW25113_RS04015	b0773	100.000	474	876.00	0.00e+00
BW25113_RS04020	b0774	100.000	1287	2377.00	0.00e+00
BW25113_RS04025	b0775	100.000	1038	1917.00	0.00e+00
BW25113_RS04030	b0776	100.000	1152	2128.00	0.00e+00
BW25113_RS04035	b0777	100.000	753	1391.00	0.00e+00
BW25113_RS04040	b0778	100.000	675	1247.00	0.00e+00
BW25113_RS04045	b0779	100.000	2019	3729.00	0.00e+00
BW25113_RS04050	b0780	100.000	906	1674.00	0.00e+00
BW25113_RS04060	b0781	100.000	987	1823.00	0.00e+00
BW25113_RS04065	b0782	100.000	510	942.00	0.00e+00
BW25113_RS04070	b0783	100.000	483	893.00	0.00e+00
BW25113_RS04075	b0784	100.000	243	449.00	3.31e-127
BW25113_RS04080	b0785	100.000	450	832.00	0.00e+00
BW25113_RS04085	b0786	100.000	702	1297.00	0.00e+00
BW25113_RS04090	b0787	100.000	711	1314.00	0.00e+00
BW25113_RS04095	b0788	100.000	954	1762.00	0.00e+00
BW25113_RS04100	b0789	100.000	1239	2289.00	0.00e+00
BW25113_RS04105	b0790	100.000	759	1402.00	0.00e+00
BW25113_RS04110	b0791	100.000	408	754.00	0.00e+00
BW25113_RS04115	b0792	100.000	1104	2039.00	0.00e+00
BW25113_RS04120	b0793	100.000	1131	2089.00	0.00e+00
BW25113_RS04125	b0794	100.000	1734	3203.00	0.00e+00
BW25113_RS04130	b0795	100.000	993	1834.00	0.00e+00
BW25113_RS04135	b0796	100.000	669	1236.00	0.00e+00
BW25113_RS04140	b0797	100.000	1362	2516.00	0.00e+00
BW25113_RS04145	b0798	100.000	480	887.00	0.00e+00
BW25113_RS04150	b0799	100.000	2148	3967.00	0.00e+00
BW25113_RS04155	b0800	100.000	960	1773.00	0.00e+00
BW25113_RS04160	b0801	100.000	1083	2001.00	0.00e+00
BW25113_RS26095	b4769	100.000	57	106.00	1.42e-24
BW25113_RS04165	b0802	100.000	258	477.00	1.62e-135
BW25113_RS04170	b0803	100.000	264	488.00	7.68e-139
BW25113_RS04175	b0804	100.000	675	1247.00	0.00e+00
BW25113_RS04180	b0805	100.000	2280	4211.00	0.00e+00
BW25113_RS25500	b0806	100.000	258	477.00	1.62e-135
BW25113_RS04190	b0807	100.000	924	1707.00	0.00e+00
BW25113_RS04195	b0808	100.000	2223	4106.00	0.00e+00
BW25113_RS04200	b0809	100.000	720	1330.00	0.00e+00
BW25113_RS04205	b0810	100.000	657	1214.00	0.00e+00
BW25113_RS04210	b0811	100.000	744	1375.00	0.00e+00
BW25113_RS04220	b0812	100.000	501	926.00	0.00e+00
BW25113_RS04225	b0813	100.000	885	1635.00	0.00e+00
BW25113_RS25505	b4736	100.000	63	117.00	7.57e-28
BW25113_RS04230	b0814	100.000	513	948.00	0.00e+00
BW25113_RS04235	b0815	100.000	1581	2920.00	0.00e+00
BW25113_RS04240	b4705	100.000	126	233.00	1.73e-62
BW25113_RS04245	b0817	100.000	465	859.00	0.00e+00
BW25113_RS04250	b0818	100.000	1116	2061.00	0.00e+00
BW25113_RS04255	b0819	100.000	918	1696.00	0.00e+00
BW25113_RS04260	b0820	100.000	1590	2937.00	0.00e+00
BW25113_RS04265	b0821	100.000	1263	2333.00	0.00e+00
BW25113_RS04270	b0822	100.000	813	1502.00	0.00e+00
BW25113_RS04275	b0823	100.000	2430	4488.00	0.00e+00
BW25113_RS04280	b0824	100.000	897	1657.00	0.00e+00
BW25113_RS04285	b0825	100.000	660	1219.00	0.00e+00
BW25113_RS04290	b0826	100.000	747	1380.00	0.00e+00
BW25113_RS04295	b0827	100.000	1233	2278.00	0.00e+00
BW25113_RS04300	b0828	100.000	963	1779.00	0.00e+00
BW25113_RS04305	b0829	100.000	1869	3452.00	0.00e+00
BW25113_RS04310	b0830	100.000	1536	2837.00	0.00e+00
BW25113_RS04315	b0831	100.000	918	1696.00	0.00e+00
BW25113_RS04320	b0832	100.000	909	1679.00	0.00e+00
BW25113_RS04325	b0833	100.000	2346	4333.00	0.00e+00
BW25113_RS04330	b0834	100.000	1326	2449.00	0.00e+00
BW25113_RS04335	b0835	100.000	1323	2444.00	0.00e+00
BW25113_RS04340	b0836	100.000	381	704.00	0.00e+00
BW25113_RS04345	b0837	100.000	1113	2056.00	0.00e+00
BW25113_RS04350	b0838	100.000	624	1153.00	0.00e+00
BW25113_RS04355	b0839	100.000	1200	2217.00	0.00e+00
BW25113_RS04360	b0840	100.000	756	1397.00	0.00e+00
BW25113_RS04365	b0841	100.000	594	1098.00	0.00e+00
BW25113_RS04370	b0842	100.000	1230	2272.00	0.00e+00
BW25113_RS04375	b0843	100.000	282	521.00	8.13e-149
BW25113_RS04380	b0844	100.000	813	1502.00	0.00e+00
BW25113_RS04385	b0845	100.000	1206	2228.00	0.00e+00
BW25113_RS04390	b0846	100.000	534	987.00	0.00e+00
BW25113_RS04395	b0847	100.000	1683	3109.00	0.00e+00
BW25113_RS04400	b0848	100.000	375	693.00	0.00e+00
BW25113_RS04405	b0849	100.000	255	472.00	7.45e-134
BW25113_RS04410	b0850	100.000	285	527.00	1.77e-150
BW25113_RS04415	b0851	100.000	720	1330.00	0.00e+00
BW25113_RS04420	b0852	100.000	900	1663.00	0.00e+00
BW25113_RS04425	b0853	100.000	474	876.00	0.00e+00
BW25113_RS04435	b0854	100.000	1110	2050.00	0.00e+00
BW25113_RS04440	b0855	100.000	1131	2089.00	0.00e+00
BW25113_RS04445	b0856	100.000	951	1757.00	0.00e+00
BW25113_RS04450	b0857	100.000	843	1557.00	0.00e+00
BW25113_RS04455	b0858	100.000	486	898.00	0.00e+00
BW25113_RS04460	b0859	100.000	1125	2078.00	0.00e+00
BW25113_RS04465	b0860	100.000	729	1347.00	0.00e+00
BW25113_RS04470	b0861	100.000	666	1230.00	0.00e+00
BW25113_RS04475	b0862	100.000	714	1319.00	0.00e+00
BW25113_RS04480	b0863	100.000	729	1347.00	0.00e+00
BW25113_RS04485	b0864	100.000	726	1341.00	0.00e+00
BW25113_RS04490	b0865	100.000	513	948.00	0.00e+00
BW25113_RS04495	b0866	100.000	321	593.00	1.95e-170
BW25113_RS04500	b0867	100.000	828	1530.00	0.00e+00
BW25113_RS04505	b0868	100.000	1011	1868.00	0.00e+00
BW25113_RS04510	b0869	100.000	1428	2638.00	0.00e+00
BW25113_RS04515	b0870	100.000	999	1845.00	0.00e+00
BW25113_RS04520	b0871	100.000	1716	3169.00	0.00e+00
BW25113_RS04525	b0872	100.000	966	1784.00	0.00e+00
BW25113_RS04530	b0873	100.000	1650	3048.00	0.00e+00
BW25113_RS04535	b0874	100.000	897	1657.00	0.00e+00
BW25113_RS04540	b0875	100.000	693	1280.00	0.00e+00
BW25113_RS04550	b0876	100.000	1656	3059.00	0.00e+00
BW25113_RS04555	b0877	100.000	954	1762.00	0.00e+00
BW25113_RS04560	b0878	100.000	1113	2056.00	0.00e+00
BW25113_RS04565	b0879	100.000	1944	3591.00	0.00e+00
BW25113_RS04570	b0880	100.000	222	411.00	1.41e-115
BW25113_RS26100	b4770	100.000	72	134.00	9.06e-33
BW25113_RS04575	b0881	100.000	318	588.00	8.99e-169
BW25113_RS04580	b0882	100.000	2274	4200.00	0.00e+00
BW25113_RS04590	b0884	100.000	216	399.00	2.97e-112
BW25113_RS04595	b0885	100.000	702	1297.00	0.00e+00
BW25113_RS04600	b0886	100.000	1719	3175.00	0.00e+00
BW25113_RS04605	b0887	100.000	1764	3258.00	0.00e+00
BW25113_RS04610	b0888	100.000	963	1779.00	0.00e+00
BW25113_RS04615	b0889	100.000	492	909.00	0.00e+00
BW25113_RS04620	b0890	100.000	3987	7363.00	0.00e+00
BW25113_RS04625	b0891	100.000	609	1125.00	0.00e+00
BW25113_RS04630	b0892	100.000	1341	2477.00	0.00e+00
BW25113_RS04635	b0893	100.000	1290	2383.00	0.00e+00
BW25113_RS04640	b0894	100.000	2442	4510.00	0.00e+00
BW25113_RS04645	b0895	100.000	615	1136.00	0.00e+00
BW25113_RS04650	b0896	100.000	861	1591.00	0.00e+00
BW25113_RS04655	b0897	100.000	624	1153.00	0.00e+00
BW25113_RS04660	b0898	100.000	1146	2117.00	0.00e+00
BW25113_RS04665	b0899	100.000	1428	2638.00	0.00e+00
BW25113_RS04670	b0900	100.000	906	1674.00	0.00e+00
BW25113_RS04675	b0901	100.000	588	1086.00	0.00e+00
BW25113_RS04680	b0902	100.000	738	1363.00	0.00e+00
BW25113_RS04685	b0903	100.000	2280	4211.00	0.00e+00
BW25113_RS25515	b0904	100.000	855	1580.00	0.00e+00
BW25113_RS04695	b0905	100.000	1758	3247.00	0.00e+00
BW25113_RS04700	b0906	100.000	690	1275.00	0.00e+00
BW25113_RS04705	b0907	100.000	1086	2006.00	0.00e+00
BW25113_RS04710	b0908	100.000	1281	2366.00	0.00e+00
BW25113_RS04715	b0909	100.000	762	1408.00	0.00e+00
BW25113_RS04720	b0910	100.000	681	1258.00	0.00e+00
BW25113_RS04725	b0911	100.000	1671	3086.00	0.00e+00
BW25113_RS04730	b0912	100.000	282	521.00	8.13e-149
BW25113_RS04735	b0913	100.000	2262	4178.00	0.00e+00
BW25113_RS04740	b0914	100.000	1746	3225.00	0.00e+00
BW25113_RS04745	b0915	100.000	984	1818.00	0.00e+00
BW25113_RS04750	b0916	100.000	1230	2272.00	0.00e+00
BW25113_RS04755	b0917	100.000	180	333.00	2.51e-92
BW25113_RS04760	b0918	100.000	744	1375.00	0.00e+00
BW25113_RS04765	b0919	100.000	891	1646.00	0.00e+00
BW25113_RS04770	b0920	100.000	777	1435.00	0.00e+00
BW25113_RS04775	b0921	100.000	783	1447.00	0.00e+00
BW25113_RS04780	b0922	100.000	1320	2438.00	0.00e+00
BW25113_RS04785	b0923	100.000	702	1297.00	0.00e+00
BW25113_RS04790	b0924	100.000	4458	8233.00	0.00e+00
BW25113_RS04795	b0925	100.000	1845	3408.00	0.00e+00
